id,acronym,color_hex_triplet,name,graph_order,parent_structure_id,structure_id_path,parcellation_index
905,VISal2/3,08858C,"Anterolateral visual area, layer 2/3",166,402,/997/8/567/688/695/315/669/402/905/,895
1114,VISal4,08858C,"Anterolateral visual area, layer 4",167,402,/997/8/567/688/695/315/669/402/1114/,1103
233,VISal5,08858C,"Anterolateral visual area, layer 5",168,402,/997/8/567/688/695/315/669/402/233/,226
601,VISal6a,08858C,"Anterolateral visual area, layer 6a",169,402,/997/8/567/688/695/315/669/402/601/,591
649,VISal6b,08858C,"Anterolateral visual area, layer 6b",170,402,/997/8/567/688/695/315/669/402/649/,639
394,VISam,08858C,Anteromedial visual area,171,669,/997/8/567/688/695/315/669/394/,384
281,VISam1,08858C,"Anteromedial visual area, layer 1",172,394,/997/8/567/688/695/315/669/394/281/,272
1066,VISam2/3,08858C,"Anteromedial visual area, layer 2/3",173,394,/997/8/567/688/695/315/669/394/1066/,1055
401,VISam4,08858C,"Anteromedial visual area, layer 4",174,394,/997/8/567/688/695/315/669/394/401/,391
433,VISam5,08858C,"Anteromedial visual area, layer 5",175,394,/997/8/567/688/695/315/669/394/433/,423
1046,VISam6a,08858C,"Anteromedial visual area, layer 6a",176,394,/997/8/567/688/695/315/669/394/1046/,1035
441,VISam6b,08858C,"Anteromedial visual area, layer 6b",177,394,/997/8/567/688/695/315/669/394/441/,431
409,VISl,08858C,Lateral visual area,178,669,/997/8/567/688/695/315/669/409/,399
421,VISl1,08858C,"Lateral visual area, layer 1",179,409,/997/8/567/688/695/315/669/409/421/,411
973,VISl2/3,08858C,"Lateral visual area, layer 2/3",180,409,/997/8/567/688/695/315/669/409/973/,963
573,VISl4,08858C,"Lateral visual area, layer 4",181,409,/997/8/567/688/695/315/669/409/573/,563
613,VISl5,08858C,"Lateral visual area, layer 5",182,409,/997/8/567/688/695/315/669/409/613/,603
74,VISl6a,08858C,"Lateral visual area, layer 6a",183,409,/997/8/567/688/695/315/669/409/74/,69
121,VISl6b,08858C,"Lateral visual area, layer 6b",184,409,/997/8/567/688/695/315/669/409/121/,116
385,VISp,08858C,Primary visual area,185,669,/997/8/567/688/695/315/669/385/,375
593,VISp1,08858C,"Primary visual area, layer 1",186,385,/997/8/567/688/695/315/669/385/593/,583
821,VISp2/3,08858C,"Primary visual area, layer 2/3",187,385,/997/8/567/688/695/315/669/385/821/,811
721,VISp4,08858C,"Primary visual area, layer 4",188,385,/997/8/567/688/695/315/669/385/721/,711
778,VISp5,08858C,"Primary visual area, layer 5",189,385,/997/8/567/688/695/315/669/385/778/,768
33,VISp6a,08858C,"Primary visual area, layer 6a",190,385,/997/8/567/688/695/315/669/385/33/,29
305,VISp6b,08858C,"Primary visual area, layer 6b",191,385,/997/8/567/688/695/315/669/385/305/,295
425,VISpl,08858C,Posterolateral visual area,192,669,/997/8/567/688/695/315/669/425/,415
750,VISpl1,08858C,"Posterolateral visual area, layer 1",193,425,/997/8/567/688/695/315/669/425/750/,740
269,VISpl2/3,08858C,"Posterolateral visual area, layer 2/3",194,425,/997/8/567/688/695/315/669/425/269/,261
869,VISpl4,08858C,"Posterolateral visual area, layer 4",195,425,/997/8/567/688/695/315/669/425/869/,859
902,VISpl5,08858C,"Posterolateral visual area, layer 5",196,425,/997/8/567/688/695/315/669/425/902/,892
377,VISpl6a,08858C,"Posterolateral visual area, layer 6a",197,425,/997/8/567/688/695/315/669/425/377/,367
393,VISpl6b,08858C,"Posterolateral visual area, layer 6b",198,425,/997/8/567/688/695/315/669/425/393/,383
533,VISpm,08858C,posteromedial visual area,199,669,/997/8/567/688/695/315/669/533/,523
805,VISpm1,08858C,"posteromedial visual area, layer 1",200,533,/997/8/567/688/695/315/669/533/805/,795
41,VISpm2/3,08858C,"posteromedial visual area, layer 2/3",201,533,/997/8/567/688/695/315/669/533/41/,36
501,VISpm4,08858C,"posteromedial visual area, layer 4",202,533,/997/8/567/688/695/315/669/533/501/,491
565,VISpm5,08858C,"posteromedial visual area, layer 5",203,533,/997/8/567/688/695/315/669/533/565/,555
257,VISpm6a,08858C,"posteromedial visual area, layer 6a",204,533,/997/8/567/688/695/315/669/533/257/,250
469,VISpm6b,08858C,"posteromedial visual area, layer 6b",205,533,/997/8/567/688/695/315/669/533/469/,459
312782574,VISli,08858C,Laterointermediate area,206,669,/997/8/567/688/695/315/669/312782574/,1215
312782578,VISli1,08858C,"Laterointermediate area, layer 1",207,312782574,/997/8/567/688/695/315/669/312782574/312782578/,1216
312782582,VISli2/3,08858C,"Laterointermediate area, layer 2/3",208,312782574,/997/8/567/688/695/315/669/312782574/312782582/,1217
312782586,VISli4,08858C,"Laterointermediate area, layer 4",209,312782574,/997/8/567/688/695/315/669/312782574/312782586/,1218
312782590,VISli5,08858C,"Laterointermediate area, layer 5",210,312782574,/997/8/567/688/695/315/669/312782574/312782590/,1219
312782594,VISli6a,08858C,"Laterointermediate area, layer 6a",211,312782574,/997/8/567/688/695/315/669/312782574/312782594/,1220
312782598,VISli6b,08858C,"Laterointermediate area, layer 6b",212,312782574,/997/8/567/688/695/315/669/312782574/312782598/,1221
312782628,VISpor,08858C,Postrhinal area,213,669,/997/8/567/688/695/315/669/312782628/,1228
312782632,VISpor1,08858C,"Postrhinal area, layer 1",214,312782628,/997/8/567/688/695/315/669/312782628/312782632/,1229
312782636,VISpor2/3,08858C,"Postrhinal area, layer 2/3",215,312782628,/997/8/567/688/695/315/669/312782628/312782636/,1230
312782640,VISpor4,08858C,"Postrhinal area, layer 4",216,312782628,/997/8/567/688/695/315/669/312782628/312782640/,1231
312782644,VISpor5,08858C,"Postrhinal area, layer 5",217,312782628,/997/8/567/688/695/315/669/312782628/312782644/,1232
312782648,VISpor6a,08858C,"Postrhinal area, layer 6a",218,312782628,/997/8/567/688/695/315/669/312782628/312782648/,1233
312782652,VISpor6b,08858C,"Postrhinal area, layer 6b",219,312782628,/997/8/567/688/695/315/669/312782628/312782652/,1234
31,ACA,40A666,Anterior cingulate area,220,315,/997/8/567/688/695/315/31/,28
572,ACA1,40A666,"Anterior cingulate area, layer 1",221,31,/997/8/567/688/695/315/31/572/,562
1053,ACA2/3,40A666,"Anterior cingulate area, layer 2/3",222,31,/997/8/567/688/695/315/31/1053/,1042
739,ACA5,40A666,"Anterior cingulate area, layer 5",223,31,/997/8/567/688/695/315/31/739/,729
179,ACA6a,40A666,"Anterior cingulate area, layer 6a",224,31,/997/8/567/688/695/315/31/179/,172
227,ACA6b,40A666,"Anterior cingulate area, layer 6b",225,31,/997/8/567/688/695/315/31/227/,220
39,ACAd,40A666,"Anterior cingulate area, dorsal part",226,31,/997/8/567/688/695/315/31/39/,35
935,ACAd1,40A666,"Anterior cingulate area, dorsal part, layer 1",227,39,/997/8/567/688/695/315/31/39/935/,925
211,ACAd2/3,40A666,"Anterior cingulate area, dorsal part, layer 2/3",228,39,/997/8/567/688/695/315/31/39/211/,204
1015,ACAd5,40A666,"Anterior cingulate area, dorsal part, layer 5",229,39,/997/8/567/688/695/315/31/39/1015/,1004
919,ACAd6a,40A666,"Anterior cingulate area, dorsal part, layer 6a",230,39,/997/8/567/688/695/315/31/39/919/,909
927,ACAd6b,40A666,"Anterior cingulate area, dorsal part, layer 6b",231,39,/997/8/567/688/695/315/31/39/927/,917
48,ACAv,40A666,"Anterior cingulate area, ventral part",232,31,/997/8/567/688/695/315/31/48/,43
588,ACAv1,40A666,"Anterior cingulate area, ventral part, layer 1",233,48,/997/8/567/688/695/315/31/48/588/,578
296,ACAv2/3,40A666,"Anterior cingulate area, ventral part, layer 2/3",234,48,/997/8/567/688/695/315/31/48/296/,286
772,ACAv5,40A666,"Anterior cingulate area, ventral part, layer 5",235,48,/997/8/567/688/695/315/31/48/772/,762
810,ACAv6a,40A666,"Anterior cingulate area, ventral part, 6a",236,48,/997/8/567/688/695/315/31/48/810/,800
819,ACAv6b,40A666,"Anterior cingulate area, ventral part, 6b",237,48,/997/8/567/688/695/315/31/48/819/,809
972,PL,2FA850,Prelimbic area,238,315,/997/8/567/688/695/315/972/,962
171,PL1,2FA850,"Prelimbic area, layer 1",239,972,/997/8/567/688/695/315/972/171/,166
195,PL2,2FA850,"Prelimbic area, layer 2",240,972,/997/8/567/688/695/315/972/195/,188
304,PL2/3,2FA850,"Prelimbic area, layer 2/3",241,972,/997/8/567/688/695/315/972/304/,294
363,PL5,2FA850,"Prelimbic area, layer 5",242,972,/997/8/567/688/695/315/972/363/,353
84,PL6a,2FA850,"Prelimbic area, layer 6a",243,972,/997/8/567/688/695/315/972/84/,79
132,PL6b,2FA850,"Prelimbic area, layer 6b",244,972,/997/8/567/688/695/315/972/132/,127
44,ILA,59B363,Infralimbic area,245,315,/997/8/567/688/695/315/44/,39
707,ILA1,59B363,"Infralimbic area, layer 1",246,44,/997/8/567/688/695/315/44/707/,697
747,ILA2,59B363,"Infralimbic area, layer 2",247,44,/997/8/567/688/695/315/44/747/,737
556,ILA2/3,59B363,"Infralimbic area, layer 2/3",248,44,/997/8/567/688/695/315/44/556/,546
827,ILA5,59B363,"Infralimbic area, layer 5",249,44,/997/8/567/688/695/315/44/827/,817
